episode,turn,player_id,is_agent,action,reward,invalid_action,action_mask_entropy,cash,net_worth,num_assets,properties,railways,utilities,houses,hotels,mortgaged_assets,position,in_jail,jail_turns,full_sets,trades_made,auctions_won,winner,agent_won,episode_length
1,1,Player1,1,4,-1.0,1,0.6931471824645996,1500,1500,0,0,0,0,0,0,0,5,0,0,0,0,0,,0,
1,1,Player2,0,heuristic,0.0,0,0.6931471824645996,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
1,2,Player1,1,0,1.0,0,0.6931471824645996,1360,1430,1,1,0,0,0,0,0,11,0,0,0,0,0,,0,
1,2,Player2,0,heuristic,0.0,0,0.6931471824645996,1400,1450,1,1,0,0,0,0,0,6,0,0,0,0,0,,0,
1,3,Player1,1,5,-1.0,1,0.6931471824645996,1350,1420,1,1,0,0,0,0,0,12,0,0,0,0,0,,0,
1,3,Player2,0,heuristic,0.0,0,0.6931471824645996,1260,1385,2,2,0,1,0,0,0,12,0,0,0,0,0,,0,
1,4,Player1,1,1,0.0,0,0.6931471824645996,1450,1520,1,1,0,0,0,0,0,17,0,0,0,0,0,,0,
1,4,Player2,0,heuristic,0.0,0,0.6931471824645996,1120,1315,3,3,0,1,0,0,0,13,0,0,0,0,0,,0,
1,5,Player1,1,4,-1.0,1,1.3862943649291992,1450,1520,1,1,0,0,0,0,0,23,0,0,0,0,0,,0,
1,5,Player2,0,heuristic,0.0,0,1.3862943649291992,940,1225,4,4,0,1,0,0,0,18,0,0,0,0,0,,0,
1,6,Player1,1,10,-1.0,1,1.3862943649291992,1450,1520,1,1,0,0,0,0,0,27,0,0,0,0,0,,0,
1,6,Player2,0,heuristic,0.0,0,1.3862943649291992,700,1105,5,5,0,1,0,0,0,24,0,0,0,0,0,,0,
1,7,Player1,1,2,0.0,0,1.3862943649291992,1300,1510,2,2,0,0,0,0,0,29,0,0,0,0,0,,0,
1,7,Player2,0,heuristic,0.0,0,1.3862943649291992,440,975,6,6,0,1,0,0,0,26,0,0,0,0,0,,0,
1,8,Player1,1,7,-1.0,0,1.3862943649291992,1300,1510,2,2,0,0,0,0,0,32,0,0,0,0,0,,0,
1,8,Player2,0,heuristic,0.0,0,1.3862943649291992,180,845,7,7,0,1,0,0,0,27,0,0,0,0,0,,0,
1,9,Player1,1,3,-1.0,1,1.3862943649291992,1300,1510,2,2,0,0,0,0,0,37,0,0,0,0,0,,0,
1,9,Player2,0,heuristic,0.0,0,1.3862943649291992,30,770,8,8,0,2,0,0,0,28,0,0,0,0,0,,0,
1,10,Player1,1,5,-1.0,1,0.6931471824645996,1500,1710,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,
1,10,Player2,0,heuristic,0.0,0,0.6931471824645996,30,770,8,8,0,2,0,0,0,31,0,0,0,0,0,,0,
1,11,Player1,1,8,-1.0,1,0.6931471824645996,1450,1660,2,2,0,0,0,0,0,2,0,0,0,0,0,,0,
1,11,Player2,0,heuristic,0.0,0,0.6931471824645996,30,770,8,8,0,2,0,0,0,37,0,0,0,0,0,,0,
1,12,Player1,1,5,-1.0,1,0.6931471824645996,1650,1860,2,2,0,0,0,0,0,7,0,0,0,0,0,,0,
1,12,Player2,0,heuristic,0.0,0,0.6931471824645996,170,940,9,9,0,2,0,0,0,3,0,0,0,0,0,,0,
1,13,Player1,1,5,-1.0,1,0.6931471824645996,1650,1860,2,2,0,0,0,0,0,12,0,0,0,0,0,,0,
1,13,Player2,0,heuristic,0.0,0,0.6931471824645996,170,940,9,9,0,2,0,0,0,4,0,0,0,0,0,,0,
1,14,Player1,1,0,-1.0,1,0.6931471824645996,1636,1846,2,2,0,0,0,0,0,13,0,0,0,0,0,,0,
1,14,Player2,0,heuristic,0.0,0,0.6931471824645996,184,954,9,9,0,2,0,0,0,10,0,0,0,0,0,,0,
1,15,Player1,1,4,-1.0,1,0.6931471824645996,1586,1796,2,2,0,0,0,0,0,17,0,0,0,0,0,,0,
1,15,Player2,0,heuristic,0.0,0,0.6931471824645996,184,954,9,9,0,2,0,0,0,13,0,0,0,0,0,,0,
1,16,Player1,1,9,-1.0,1,0.6931471824645996,1586,1796,2,2,0,0,0,0,0,20,0,0,0,0,0,,0,
1,16,Player2,0,heuristic,0.0,0,0.6931471824645996,184,954,9,9,0,2,0,0,0,19,0,0,0,0,0,,0,
1,17,Player1,1,6,-1.0,1,0.6931471824645996,1562,1772,2,2,0,0,0,0,0,24,0,0,0,0,0,,0,
1,17,Player2,0,heuristic,0.0,0,0.6931471824645996,208,978,9,9,0,2,0,0,0,25,0,0,0,0,0,,0,
1,18,Player1,1,8,-1.0,1,0.6931471824645996,1522,1732,2,2,0,0,0,0,0,28,0,0,0,0,0,,0,
1,18,Player2,0,heuristic,0.0,0,0.6931471824645996,248,1018,9,9,0,2,0,0,0,26,0,0,0,0,0,,0,
1,19,Player1,1,0,-1.0,1,0.6931471824645996,1547,1757,2,2,0,0,0,0,0,33,0,0,0,0,0,,0,
1,19,Player2,0,heuristic,0.0,0,0.6931471824645996,248,1018,9,9,0,2,0,0,0,30,0,0,0,0,0,,0,
1,20,Player1,1,8,-1.0,1,0.6931471824645996,1547,1757,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,
1,20,Player2,0,heuristic,0.0,0,0.6931471824645996,248,1018,9,9,0,2,0,0,0,31,0,0,0,0,0,,0,
1,21,Player1,1,6,-1.0,1,0.6931471824645996,1537,1747,2,2,0,0,0,0,0,6,0,0,0,0,0,,0,
1,21,Player2,0,heuristic,0.0,0,0.6931471824645996,258,1028,9,9,0,2,0,0,0,33,0,0,0,0,0,,0,
1,22,Player1,1,9,-1.0,1,0.6931471824645996,1537,1747,2,2,0,0,0,0,0,12,0,0,0,0,0,,0,
1,22,Player2,0,heuristic,0.0,0,0.6931471824645996,258,1028,9,9,0,2,0,0,0,34,0,0,0,0,0,,0,
1,23,Player1,1,9,-1.0,1,1.3862943649291992,1537,1747,2,2,0,0,0,0,0,14,0,0,0,0,0,,0,
1,23,Player2,0,heuristic,0.0,0,1.3862943649291992,458,1228,9,9,0,2,0,0,0,0,0,0,0,0,0,,0,
1,24,Player1,1,0,-1.0,1,0.6931471824645996,1437,1647,2,2,0,0,0,0,0,17,0,0,0,0,0,,0,
1,24,Player2,0,heuristic,0.0,0,0.6931471824645996,258,1128,10,10,1,2,0,0,0,5,0,0,0,0,0,,0,
1,25,Player1,1,1,0.0,0,1.3862943649291992,1437,1647,2,2,0,0,0,0,0,23,0,0,0,0,0,,0,
1,25,Player2,0,heuristic,0.0,0,1.3862943649291992,258,1128,10,10,1,2,0,0,0,6,0,0,0,0,0,,0,
1,26,Player1,1,3,-1.0,1,1.3862943649291992,1437,1647,2,2,0,0,0,0,0,25,0,0,0,0,0,,0,
1,26,Player2,0,heuristic,0.0,0,1.3862943649291992,258,1128,10,10,1,2,0,0,0,7,0,0,0,0,0,,0,
1,27,Player1,1,8,-1.0,1,0.6931471824645996,1411,1621,2,2,0,0,0,0,0,26,0,0,0,0,0,,0,
1,27,Player2,0,heuristic,0.0,0,0.6931471824645996,184,1104,11,11,1,2,0,0,0,8,0,0,0,0,0,,0,
1,28,Player1,1,10,-1.0,1,0.6931471824645996,1391,1601,2,2,0,0,0,0,0,28,0,0,0,0,0,,0,
1,28,Player2,0,heuristic,0.0,0,0.6931471824645996,84,1064,12,12,1,2,0,0,0,9,0,0,3,0,0,,0,
1,29,Player1,1,5,-1.0,1,0.6931471824645996,1391,1601,2,2,0,0,0,0,0,29,0,0,0,0,0,,0,
1,29,Player2,0,heuristic,0.0,0,0.6931471824645996,84,1064,12,12,1,2,0,0,0,15,0,0,3,0,0,,0,
1,30,Player1,1,2,-1.0,1,1.3862943649291992,1391,1601,2,2,0,0,0,0,0,10,1,0,0,0,0,,0,
1,30,Player2,0,heuristic,0.0,0,1.3862943649291992,84,1064,12,12,1,2,0,0,0,18,0,0,3,0,0,,0,
1,31,Player1,1,1,0.0,0,1.7917593717575073,1391,1601,2,2,0,0,0,0,0,15,1,0,0,0,0,,0,
1,31,Player2,0,heuristic,0.0,0,1.7917593717575073,84,1064,12,12,1,2,0,0,0,24,0,0,3,0,0,,0,
1,32,Player1,1,1,0.0,0,1.3862943649291992,1373,1583,2,2,0,0,0,0,0,18,1,0,0,0,0,,0,
1,32,Player2,0,heuristic,0.0,0,1.3862943649291992,102,1082,12,12,1,2,0,0,0,28,0,0,3,0,0,,0,
1,33,Player1,1,9,0.2,0,1.7917593717575073,1323,1533,2,2,0,0,0,0,0,19,0,0,0,0,0,,0,
1,33,Player2,0,heuristic,0.0,0,1.7917593717575073,52,1057,12,12,1,2,1,0,0,29,0,0,3,0,0,,0,
1,34,Player1,1,8,-1.0,1,1.3862943649291992,1323,1533,2,2,0,0,0,0,0,21,0,0,0,0,0,,0,
1,34,Player2,0,heuristic,0.0,0,1.3862943649291992,52,1057,12,12,1,2,1,0,0,35,0,0,3,0,0,,0,
1,35,Player1,1,0,1.0,0,1.3862943649291992,1123,1433,3,3,1,0,0,0,0,25,0,0,0,0,0,,0,
1,35,Player2,0,heuristic,0.0,0,1.3862943649291992,92,1177,13,13,1,2,3,0,0,1,0,0,5,0,0,,0,
1,36,Player1,1,3,-1.0,1,1.3862943649291992,1123,1433,3,3,1,0,0,0,0,31,0,0,0,0,0,,0,
1,36,Player2,0,heuristic,0.0,0,1.3862943649291992,92,1177,13,13,1,2,3,0,0,3,0,0,5,0,0,,0,
1,37,Player1,1,4,-1.0,1,1.3862943649291992,1123,1433,3,3,1,0,0,0,0,35,0,0,0,0,0,,0,
1,37,Player2,0,heuristic,0.0,0,1.3862943649291992,92,1177,13,13,1,2,3,0,0,8,0,0,5,0,0,,0,
1,38,Player1,1,9,-1.0,1,0.6931471824645996,1323,1633,3,3,1,0,0,0,0,0,0,0,0,0,0,,0,
1,38,Player2,0,heuristic,0.0,0,0.6931471824645996,92,1177,13,13,1,2,3,0,0,11,0,0,5,0,0,,0,
1,39,Player1,1,10,-1.0,1,0.6931471824645996,1123,1433,3,3,1,0,0,0,0,4,0,0,0,0,0,,0,
1,39,Player2,0,heuristic,0.0,0,0.6931471824645996,92,1177,13,13,1,2,3,0,0,16,0,0,5,0,0,,0,
1,40,Player1,1,6,-1.0,1,0.6931471824645996,1113,1423,3,3,1,0,0,0,0,8,0,0,0,0,0,,0,
1,40,Player2,0,heuristic,0.0,0,0.6931471824645996,102,1187,13,13,1,2,3,0,0,19,0,0,5,0,0,,0,
1,41,Player1,1,4,-1.0,1,0.6931471824645996,1101,1411,3,3,1,0,0,0,0,9,0,0,0,0,0,,0,
1,41,Player2,0,heuristic,0.0,0,0.6931471824645996,64,1174,13,13,1,2,4,0,0,22,0,0,5,0,0,,0,
1,42,Player1,1,6,-1.0,1,1.3862943649291992,1101,1411,3,3,1,0,0,0,0,14,0,0,0,0,0,,0,
1,42,Player2,0,heuristic,0.0,0,1.3862943649291992,64,1174,13,13,1,2,4,0,0,24,0,0,5,0,0,,0,
1,43,Player1,1,8,-1.0,1,1.3862943649291992,1101,1411,3,3,1,0,0,0,0,16,0,0,0,0,0,,0,
1,43,Player2,0,heuristic,0.0,0,1.3862943649291992,64,1174,13,13,1,2,4,0,0,26,0,0,5,0,0,,0,
1,44,Player1,1,5,-1.0,1,0.6931471824645996,951,1261,3,3,1,0,0,0,0,22,0,0,0,0,0,,0,
1,44,Player2,0,heuristic,0.0,0,0.6931471824645996,64,1174,13,13,1,2,4,0,0,32,0,0,5,0,0,,0,
1,45,Player1,1,2,-1.0,1,0.6931471824645996,891,1201,3,3,1,0,0,0,0,28,0,0,0,0,0,,0,
1,45,Player2,0,heuristic,0.0,0,0.6931471824645996,124,1234,13,13,1,2,4,0,0,33,0,0,5,0,0,,0,
1,46,Player1,1,7,-1.0,0,1.3862943649291992,891,1201,3,3,1,0,0,0,0,31,0,0,0,0,0,,0,
1,46,Player2,0,heuristic,0.0,0,1.3862943649291992,74,1209,13,13,1,2,5,0,0,35,0,0,5,0,0,,0,
1,47,Player1,1,4,-1.0,1,1.3862943649291992,891,1201,3,3,1,0,0,0,0,34,0,0,0,0,0,,0,
