episode,turn,player_id,is_agent,action,reward,invalid_action,action_mask_entropy,cash,net_worth,num_assets,properties,railways,utilities,houses,hotels,mortgaged_assets,position,in_jail,jail_turns,full_sets,trades_made,auctions_won,winner,agent_won,episode_length
1,1,Player1,1,8,-1.0,1,0.6931471824645996,1500,1500,0,0,0,0,0,0,0,5,0,0,0,0,0,,0,
1,1,Player2,0,heuristic,0.0,0,0.6931471824645996,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
1,2,Player1,1,10,-1.0,1,0.6931471824645996,1500,1500,0,0,0,0,0,0,0,11,0,0,0,0,0,,0,
1,2,Player2,0,heuristic,0.0,0,0.6931471824645996,1400,1450,1,1,0,0,0,0,0,6,0,0,0,0,0,,0,
1,3,Player1,1,10,-1.0,1,-0.0,1490,1490,0,0,0,0,0,0,0,12,0,0,0,0,0,,0,
1,3,Player2,0,heuristic,0.0,0,-0.0,1260,1385,2,2,0,1,0,0,0,12,0,0,0,0,0,,0,
1,4,Player1,1,4,-1.0,1,-0.0,1590,1590,0,0,0,0,0,0,0,17,0,0,0,0,0,,0,
1,4,Player2,0,heuristic,0.0,0,-0.0,1120,1315,3,3,0,1,0,0,0,13,0,0,0,0,0,,0,
1,5,Player1,1,7,-1.0,1,0.6931471824645996,1590,1590,0,0,0,0,0,0,0,23,0,0,0,0,0,,0,
1,5,Player2,0,heuristic,0.0,0,0.6931471824645996,1120,1315,3,3,0,1,0,0,0,17,0,0,0,0,0,,0,
1,6,Player1,1,10,-1.0,1,0.6931471824645996,1590,1590,0,0,0,0,0,0,0,26,0,0,0,0,0,,0,
1,6,Player2,0,heuristic,0.0,0,0.6931471824645996,900,1205,4,4,0,1,0,0,0,23,0,0,0,0,0,,0,
1,7,Player1,1,8,-1.0,1,0.6931471824645996,1590,1590,0,0,0,0,0,0,0,31,0,0,0,0,0,,0,
1,7,Player2,0,heuristic,0.0,0,0.6931471824645996,640,1075,5,5,0,1,0,0,0,26,0,0,0,0,0,,0,
1,8,Player1,1,8,-1.0,1,0.6931471824645996,1590,1590,0,0,0,0,0,0,0,37,0,0,0,0,0,,0,
1,8,Player2,0,heuristic,0.0,0,0.6931471824645996,340,925,6,6,0,1,0,0,0,32,0,0,0,0,0,,0,
1,9,Player1,1,8,-1.0,1,0.6931471824645996,1590,1590,0,0,0,0,0,0,0,39,0,0,0,0,0,,0,
1,9,Player2,0,heuristic,0.0,0,0.6931471824645996,340,925,6,6,0,1,0,0,0,36,0,0,0,0,0,,0,
1,10,Player1,1,6,-1.0,1,-0.0,1790,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
1,10,Player2,0,heuristic,0.0,0,-0.0,340,925,6,6,0,1,0,0,0,38,0,0,0,0,0,,0,
