episode,turn,player_id,is_agent,action,reward,invalid_action,action_mask_entropy,cash,net_worth,num_assets,properties,railways,utilities,houses,hotels,mortgaged_assets,position,in_jail,jail_turns,full_sets,trades_made,auctions_won,winner,agent_won,episode_length
1,1,Player1,1,4,-1.0,1,0.6931471824645996,1500,1500,0,0,0,0,0,0,0,3,0,0,0,0,0,,0,
1,1,Player2,0,heuristic,0.0,0,0.6931471824645996,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
1,2,Player1,1,1,-1.0,1,0.6931471824645996,1500,1500,0,0,0,0,0,0,0,5,0,0,0,0,0,,0,
1,2,Player2,0,heuristic,0.0,0,0.6931471824645996,1400,1450,1,1,0,0,0,0,0,6,0,0,0,0,0,,0,
1,3,Player1,1,8,-1.0,1,-0.0,1490,1490,0,0,0,0,0,0,0,6,0,0,0,0,0,,0,
1,3,Player2,0,heuristic,0.0,0,-0.0,1410,1460,1,1,0,0,0,0,0,7,0,0,0,0,0,,0,
1,4,Player1,1,3,-1.0,1,0.6931471824645996,1490,1490,0,0,0,0,0,0,0,12,0,0,0,0,0,,0,
1,4,Player2,0,heuristic,0.0,0,0.6931471824645996,1270,1390,2,2,0,0,0,0,0,13,0,0,0,0,0,,0,
1,5,Player1,1,10,-1.0,1,0.6931471824645996,1490,1490,0,0,0,0,0,0,0,18,0,0,0,0,0,,0,
1,5,Player2,0,heuristic,0.0,0,0.6931471824645996,1270,1390,2,2,0,0,0,0,0,17,0,0,0,0,0,,0,
1,6,Player1,1,6,-1.0,1,0.6931471824645996,1490,1490,0,0,0,0,0,0,0,24,0,0,0,0,0,,0,
1,6,Player2,0,heuristic,0.0,0,0.6931471824645996,1090,1300,3,3,0,0,0,0,0,18,0,0,0,0,0,,0,
1,7,Player1,1,10,-0.1,0,0.6931471824645996,1490,1490,0,0,0,0,0,0,0,10,1,1,0,0,0,,0,
1,7,Player2,0,heuristic,0.0,0,0.6931471824645996,850,1180,4,4,0,0,0,0,0,24,0,0,0,0,0,,0,
1,8,Player1,1,5,-1.0,1,1.3862943649291992,1490,1490,0,0,0,0,0,0,0,16,1,1,0,0,0,,0,
1,8,Player2,0,heuristic,0.0,0,1.3862943649291992,850,1180,4,4,0,0,0,0,0,30,0,0,0,0,0,,0,
1,9,Player1,1,0,1.0,0,1.3862943649291992,1290,1390,1,1,0,0,0,0,0,19,1,1,0,0,0,,0,
1,9,Player2,0,heuristic,0.0,0,1.3862943649291992,850,1180,4,4,0,0,0,0,0,33,0,0,0,0,0,,0,
1,10,Player1,1,3,-1.0,1,1.7917593717575073,1290,1390,1,1,0,0,0,0,0,25,1,1,0,0,0,,0,
1,10,Player2,0,heuristic,0.0,0,1.7917593717575073,500,1005,5,5,0,0,0,0,0,37,0,0,0,0,0,,0,
1,11,Player1,1,1,0.0,0,1.3862943649291992,1290,1390,1,1,0,0,0,0,0,10,1,1,0,0,0,,0,
1,11,Player2,0,heuristic,0.0,0,1.3862943649291992,640,1175,6,6,0,0,0,0,0,1,0,0,0,0,0,,0,
1,12,Player1,1,7,-1.0,0,1.7917593717575073,1289,1389,1,1,0,0,0,0,1,16,1,1,0,0,0,,0,
1,12,Player2,0,heuristic,0.0,0,1.7917593717575073,440,1075,7,7,1,0,0,0,0,5,0,0,0,0,0,,0,
1,13,Player1,1,9,0.2,0,1.3862943649291992,1239,1339,1,1,0,0,0,0,1,19,0,0,0,0,0,,0,
1,13,Player2,0,heuristic,0.0,0,1.3862943649291992,300,1005,8,8,1,0,0,0,0,11,0,0,0,0,0,,0,
1,14,Player1,1,0,1.0,0,1.3862943649291992,1039,1239,2,2,1,0,0,0,1,25,0,0,0,0,0,,0,
1,14,Player2,0,heuristic,0.0,0,1.3862943649291992,120,915,9,9,1,0,0,0,0,16,0,0,0,0,0,,0,
1,15,Player1,1,5,-1.0,1,1.6094379425048828,1039,1239,2,2,1,0,0,0,1,28,0,0,0,0,0,,0,
1,15,Player2,0,heuristic,0.0,0,1.6094379425048828,120,915,9,9,1,0,0,0,0,17,0,0,0,0,0,,0,
1,16,Player1,1,5,-1.0,1,1.6094379425048828,1039,1239,2,2,1,0,0,0,1,29,0,0,0,0,0,,0,
1,16,Player2,0,heuristic,0.0,0,1.6094379425048828,120,915,9,9,1,0,0,0,0,19,0,0,0,0,0,,0,
1,17,Player1,1,1,0.0,0,1.6094379425048828,1039,1239,2,2,1,0,0,0,1,10,1,0,0,0,0,,0,
1,17,Player2,0,heuristic,0.0,0,1.6094379425048828,120,915,9,9,1,0,0,0,0,21,0,0,0,0,0,,0,
1,18,Player1,1,2,-1.0,1,1.6094379425048828,1025,1225,2,2,1,0,0,0,1,11,1,0,0,0,0,,0,
1,18,Player2,0,heuristic,0.0,0,1.6094379425048828,134,929,9,9,1,0,0,0,0,25,0,0,0,0,0,,0,
1,19,Player1,1,8,1.0,0,1.9459099769592285,915,1115,2,2,1,0,0,0,0,14,1,0,0,0,0,,0,
1,19,Player2,0,heuristic,0.0,0,1.9459099769592285,134,929,9,9,1,0,0,0,0,28,0,0,0,0,0,,0,
1,20,Player1,1,7,-1.0,0,1.3862943649291992,896,1096,2,2,1,0,0,0,1,16,1,0,0,0,0,,0,
1,20,Player2,0,heuristic,0.0,0,1.3862943649291992,152,947,9,9,1,0,0,0,0,29,0,0,0,0,0,,0,
1,21,Player1,1,8,1.0,0,1.6094379425048828,786,986,2,2,1,0,0,0,0,5,1,0,0,0,0,,0,
1,21,Player2,0,heuristic,0.0,0,1.6094379425048828,152,947,9,9,1,0,0,0,0,34,0,0,0,0,0,,0,
1,22,Player1,1,1,0.0,0,1.7917593717575073,786,986,2,2,1,0,0,0,0,9,1,0,0,0,0,,0,
1,22,Player2,0,heuristic,0.0,0,1.7917593717575073,152,947,9,9,1,0,0,0,0,35,0,0,0,0,0,,0,
1,23,Player1,1,1,0.0,0,1.3862943649291992,772,972,2,2,1,0,0,0,0,11,1,0,0,0,0,,0,
1,23,Player2,0,heuristic,0.0,0,1.3862943649291992,166,961,9,9,1,0,0,0,0,37,0,0,0,0,0,,0,
1,24,Player1,1,9,0.2,0,1.7917593717575073,722,922,2,2,1,0,0,0,0,12,0,0,0,0,0,,0,
1,24,Player2,0,heuristic,0.0,0,1.7917593717575073,366,1161,9,9,1,0,0,0,0,0,0,0,0,0,0,,0,
1,25,Player1,1,6,-1.0,1,0.6931471824645996,704,904,2,2,1,0,0,0,0,16,0,0,0,0,0,,0,
1,25,Player2,0,heuristic,0.0,0,0.6931471824645996,384,1179,9,9,1,0,0,0,0,1,0,0,0,0,0,,0,
1,26,Player1,1,9,-1.0,1,0.6931471824645996,686,886,2,2,1,0,0,0,0,18,0,0,0,0,0,,0,
1,26,Player2,0,heuristic,0.0,0,0.6931471824645996,402,1197,9,9,1,0,0,0,0,4,0,0,0,0,0,,0,
1,27,Player1,1,8,-1.0,1,1.3862943649291992,686,886,2,2,1,0,0,0,0,23,0,0,0,0,0,,0,
1,27,Player2,0,heuristic,0.0,0,1.3862943649291992,402,1197,9,9,1,0,0,0,0,10,0,0,0,0,0,,0,
1,28,Player1,1,6,-1.0,1,1.3862943649291992,686,886,2,2,1,0,0,0,0,29,0,0,0,0,0,,0,
1,28,Player2,0,heuristic,0.0,0,1.3862943649291992,402,1197,9,9,1,0,0,0,0,16,0,0,0,0,0,,0,
1,29,Player1,1,1,0.0,0,1.3862943649291992,686,886,2,2,1,0,0,0,0,10,1,0,0,0,0,,0,
1,29,Player2,0,heuristic,0.0,0,1.3862943649291992,402,1197,9,9,1,0,0,0,0,18,0,0,0,0,0,,0,
1,30,Player1,1,8,-1.0,1,1.7917593717575073,686,886,2,2,1,0,0,0,0,15,1,0,0,0,0,,0,
1,30,Player2,0,heuristic,0.0,0,1.7917593717575073,402,1197,9,9,1,0,0,0,0,19,0,0,0,0,0,,0,
1,31,Player1,1,2,-1.0,1,1.3862943649291992,668,868,2,2,1,0,0,0,0,18,1,0,0,0,0,,0,
1,31,Player2,0,heuristic,0.0,0,1.3862943649291992,420,1215,9,9,1,0,0,0,0,24,0,0,0,0,0,,0,
1,32,Player1,1,4,-1.0,1,1.3862943649291992,568,768,2,2,1,0,0,0,0,22,1,0,0,0,0,,0,
1,32,Player2,0,heuristic,0.0,0,1.3862943649291992,140,1075,10,10,1,0,0,0,0,29,0,0,0,0,0,,0,
1,33,Player1,1,2,-1.0,1,1.3862943649291992,568,768,2,2,1,0,0,0,0,25,1,0,0,0,0,,0,
1,33,Player2,0,heuristic,0.0,0,1.3862943649291992,140,1075,10,10,1,0,0,0,0,30,0,0,0,0,0,,0,
1,34,Player1,1,10,-0.1,0,1.7917593717575073,568,768,2,2,1,0,0,0,0,28,1,1,0,0,0,,0,
1,34,Player2,0,heuristic,0.0,0,1.7917593717575073,140,1075,10,10,1,0,0,0,0,34,0,0,0,0,0,,0,
1,35,Player1,1,9,0.2,0,1.7917593717575073,518,718,2,2,1,0,0,0,0,32,0,0,0,0,0,,0,
1,35,Player2,0,heuristic,0.0,0,1.7917593717575073,140,1075,10,10,1,0,0,0,0,38,0,0,0,0,0,,0,
1,36,Player1,1,4,-1.0,1,0.6931471824645996,483,683,2,2,1,0,0,0,0,37,0,0,0,0,0,,0,
1,36,Player2,0,heuristic,0.0,0,0.6931471824645996,375,1310,10,10,1,0,0,0,0,1,0,0,0,0,0,,0,
1,37,Player1,1,7,-1.0,0,0.6931471824645996,382,582,2,2,1,0,0,0,1,38,0,0,0,0,0,,0,
1,37,Player2,0,heuristic,0.0,0,0.6931471824645996,375,1310,10,10,1,0,0,0,0,5,0,0,0,0,0,,0,
1,38,Player1,1,0,-1.0,1,1.0986123085021973,576,776,2,2,1,0,0,0,1,1,0,0,0,0,0,,0,
1,38,Player2,0,heuristic,0.0,0,1.0986123085021973,281,1266,11,11,1,0,0,0,0,8,0,0,0,0,0,,0,
1,39,Player1,1,4,-1.0,1,1.6094379425048828,576,776,2,2,1,0,0,0,1,3,0,0,0,0,0,,0,
1,39,Player2,0,heuristic,0.0,0,1.6094379425048828,281,1266,11,11,1,0,0,0,0,10,0,0,0,0,0,,0,
1,40,Player1,1,2,-1.0,1,1.0986123085021973,556,756,2,2,1,0,0,0,1,5,0,0,0,0,0,,0,
1,40,Player2,0,heuristic,0.0,0,1.0986123085021973,301,1286,11,11,1,0,0,0,0,16,0,0,0,0,0,,0,
1,41,Player1,1,8,1.0,0,1.6094379425048828,446,646,2,2,1,0,0,0,0,9,0,0,0,0,0,,0,
1,41,Player2,0,heuristic,0.0,0,1.6094379425048828,301,1286,11,11,1,0,0,0,0,17,0,0,0,0,0,,0,
1,42,Player1,1,5,-1.0,1,1.3862943649291992,446,646,2,2,1,0,0,0,0,15,0,0,0,0,0,,0,
1,42,Player2,0,heuristic,0.0,0,1.3862943649291992,81,1176,12,12,1,0,0,0,0,21,0,0,0,0,0,,0,
1,43,Player1,1,5,-1.0,1,0.6931471824645996,446,646,2,2,1,0,0,0,0,19,0,0,0,0,0,,0,
