episode,turn,player_id,is_agent,action,reward,invalid_action,action_mask_entropy,cash,net_worth,num_assets,properties,railways,utilities,houses,hotels,mortgaged_assets,position,in_jail,jail_turns,full_sets,trades_made,auctions_won,winner,agent_won,episode_length
1,1,Player1,1,0,-1.0,1,-0.0,1300,1300,0,0,0,0,0,0,0,4,0,0,0,0,0,,0,
1,1,Player2,0,heuristic,0.0,0,-0.0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
1,2,Player1,1,6,-1.0,1,0.6931471824645996,1300,1300,0,0,0,0,0,0,0,6,0,0,0,0,0,,0,
1,2,Player2,0,heuristic,0.0,0,0.6931471824645996,1440,1470,1,1,0,0,0,0,0,3,0,0,0,0,0,,0,
1,3,Player1,1,10,-1.0,1,0.6931471824645996,1300,1300,0,0,0,0,0,0,0,8,0,0,0,0,0,,0,
1,3,Player2,0,heuristic,0.0,0,0.6931471824645996,1340,1420,2,2,0,0,0,0,0,6,0,0,0,0,0,,0,
1,4,Player1,1,2,0.0,0,0.6931471824645996,1204,1264,1,1,0,0,0,0,0,9,0,0,0,0,0,,0,
1,4,Player2,0,heuristic,0.0,0,0.6931471824645996,1190,1345,3,3,0,1,0,0,0,12,0,0,0,0,0,,0,
1,5,Player1,1,1,2.0,0,1.3862943649291992,1204,1264,1,1,0,0,0,0,0,13,0,0,0,0,0,,0,
1,5,Player2,0,heuristic,0.0,0,1.3862943649291992,1030,1265,4,4,0,1,0,0,0,14,0,0,0,0,0,,0,
1,6,Player1,1,1,-0.5,0,0.6931471824645996,1204,1264,1,1,0,0,0,0,0,17,0,0,0,0,0,,0,
1,6,Player2,0,heuristic,0.0,0,0.6931471824645996,850,1175,5,5,0,1,0,0,0,18,0,0,0,0,0,,0,
1,7,Player1,1,5,-1.0,1,1.3862943649291992,1204,1264,1,1,0,0,0,0,0,28,0,0,0,0,0,,0,
1,7,Player2,0,heuristic,0.0,0,1.3862943649291992,850,1175,5,5,0,1,0,0,0,22,0,0,0,0,0,,0,
1,8,Player1,1,4,-1.0,1,0.6931471824645996,1204,1264,1,1,0,0,0,0,0,33,0,0,0,0,0,,0,
1,8,Player2,0,heuristic,0.0,0,0.6931471824645996,630,1065,6,6,0,1,0,0,0,23,0,0,0,0,0,,0,
1,9,Player1,1,6,-1.0,1,1.3862943649291992,1204,1264,1,1,0,0,0,0,0,34,0,0,0,0,0,,0,
1,9,Player2,0,heuristic,0.0,0,1.3862943649291992,370,935,7,7,0,1,0,0,0,27,0,0,0,0,0,,0,
1,10,Player1,1,5,-1.0,1,1.3862943649291992,1204,1264,1,1,0,0,0,0,0,39,0,0,0,0,0,,0,
1,10,Player2,0,heuristic,0.0,0,1.3862943649291992,70,785,8,8,0,1,0,0,0,32,0,0,0,0,0,,0,
1,11,Player1,1,5,-1.0,1,0.6931471824645996,1204,1264,1,1,0,0,0,0,0,4,0,0,0,0,0,,0,
1,11,Player2,0,heuristic,0.0,0,0.6931471824645996,70,785,8,8,0,1,0,0,0,33,0,0,0,0,0,,0,
1,12,Player1,1,4,-1.0,1,0.6931471824645996,1204,1264,1,1,0,0,0,0,0,10,0,0,0,0,0,,0,
1,12,Player2,0,heuristic,0.0,0,0.6931471824645996,70,785,8,8,0,1,0,0,0,38,0,0,0,0,0,,0,
1,13,Player1,1,5,-1.0,1,1.3862943649291992,1204,1264,1,1,0,0,0,0,0,15,0,0,0,0,0,,0,
1,13,Player2,0,heuristic,0.0,0,1.3862943649291992,270,985,8,8,0,1,0,0,0,4,0,0,0,0,0,,0,
1,14,Player1,1,8,-1.0,1,0.6931471824645996,1186,1246,1,1,0,0,0,0,0,18,0,0,0,0,0,,0,
1,14,Player2,0,heuristic,0.0,0,0.6931471824645996,288,1003,8,8,0,1,0,0,0,7,0,0,0,0,0,,0,
1,15,Player1,1,0,-1.0,1,0.6931471824645996,1186,1246,1,1,0,0,0,0,0,20,0,0,0,0,0,,0,
1,15,Player2,0,heuristic,0.0,0,0.6931471824645996,288,1003,8,8,0,1,0,0,0,10,0,0,0,0,0,,0,
1,16,Player1,1,1,-0.5,0,1.3862943649291992,1186,1246,1,1,0,0,0,0,0,21,0,0,0,0,0,,0,
1,16,Player2,0,heuristic,0.0,0,1.3862943649291992,288,1003,8,8,0,1,0,0,0,12,0,0,0,0,0,,0,
1,17,Player1,1,6,-1.0,1,1.3862943649291992,1186,1246,1,1,0,0,0,0,0,5,0,0,0,0,0,,0,
1,17,Player2,0,heuristic,0.0,0,1.3862943649291992,148,933,9,9,0,1,0,0,0,13,0,0,0,0,0,,0,
1,18,Player1,1,0,-1.0,1,0.6931471824645996,1186,1246,1,1,0,0,0,0,0,10,0,0,0,0,0,,0,
1,18,Player2,0,heuristic,0.0,0,0.6931471824645996,148,933,9,9,0,1,0,0,0,18,0,0,0,0,0,,0,
1,19,Player1,1,5,-1.0,1,0.6931471824645996,1172,1232,1,1,0,0,0,0,0,13,0,0,0,0,0,,0,
1,19,Player2,0,heuristic,0.0,0,0.6931471824645996,162,947,9,9,0,1,0,0,0,24,0,0,0,0,0,,0,
1,20,Player1,1,9,-1.0,1,1.3862943649291992,1172,1232,1,1,0,0,0,0,0,16,0,0,0,0,0,,0,
1,20,Player2,0,heuristic,0.0,0,1.3862943649291992,162,947,9,9,0,1,0,0,0,29,0,0,0,0,0,,0,
1,21,Player1,1,10,-1.0,1,0.6931471824645996,1172,1232,1,1,0,0,0,0,0,20,0,0,0,0,0,,0,
1,21,Player2,0,heuristic,0.0,0,0.6931471824645996,162,947,9,9,0,1,0,0,0,33,0,0,0,0,0,,0,
1,22,Player1,1,7,-1.0,0,0.6931471824645996,1150,1210,1,1,0,0,0,0,0,23,0,0,0,0,0,,0,
1,22,Player2,0,heuristic,0.0,0,0.6931471824645996,184,969,9,9,0,1,0,0,0,35,0,0,0,0,0,,0,
1,23,Player1,1,1,-0.5,0,1.3862943649291992,1150,1210,1,1,0,0,0,0,0,25,0,0,0,0,0,,0,
1,23,Player2,0,heuristic,0.0,0,1.3862943649291992,184,969,9,9,0,1,0,0,0,38,0,0,0,0,0,,0,
1,24,Player1,1,7,-1.0,0,1.3862943649291992,1150,1210,1,1,0,0,0,0,0,26,0,0,0,0,0,,0,
1,24,Player2,0,heuristic,0.0,0,1.3862943649291992,384,1169,9,9,0,1,0,0,0,0,0,0,0,0,0,,0,
1,25,Player1,1,5,-1.0,1,1.3862943649291992,1150,1210,1,1,0,0,0,0,0,29,0,0,0,0,0,,0,
1,25,Player2,0,heuristic,0.0,0,1.3862943649291992,184,1069,10,10,1,1,0,0,0,5,0,0,0,0,0,,0,
1,26,Player1,1,0,-1.0,1,0.6931471824645996,1150,1210,1,1,0,0,0,0,0,10,0,0,0,0,0,,0,
1,26,Player2,0,heuristic,0.0,0,0.6931471824645996,184,1069,10,10,1,1,0,0,0,9,0,0,0,0,0,,0,
1,27,Player1,1,7,-1.0,0,1.3862943649291992,1150,1210,1,1,0,0,0,0,0,15,0,0,0,0,0,,0,
1,27,Player2,0,heuristic,0.0,0,1.3862943649291992,44,999,11,11,1,1,0,0,0,11,0,0,3,0,0,,0,
1,28,Player1,1,7,-1.0,0,1.3862943649291992,1150,1210,1,1,0,0,0,0,0,16,0,0,0,0,0,,0,
1,28,Player2,0,heuristic,0.0,0,1.3862943649291992,44,999,11,11,1,1,0,0,0,13,0,0,3,0,0,,0,
1,29,Player1,1,9,-1.0,1,0.6931471824645996,1050,1110,1,1,0,0,0,0,0,17,0,0,0,0,0,,0,
1,29,Player2,0,heuristic,0.0,0,0.6931471824645996,44,999,11,11,1,1,0,0,0,14,0,0,3,0,0,,0,
1,30,Player1,1,5,-1.0,1,1.3862943649291992,1050,1110,1,1,0,0,0,0,0,19,0,0,0,0,0,,0,
1,30,Player2,0,heuristic,0.0,0,1.3862943649291992,44,999,11,11,1,1,0,0,0,20,0,0,3,0,0,,0,
1,31,Player1,1,0,1.0,0,1.3862943649291992,810,990,2,2,0,0,0,0,0,24,0,0,0,0,0,,0,
1,31,Player2,0,heuristic,0.0,0,1.3862943649291992,44,999,11,11,1,1,0,0,0,24,0,0,3,0,0,,0,
1,32,Player1,1,1,-0.5,0,1.3862943649291992,810,990,2,2,0,0,0,0,0,25,0,0,0,0,0,,0,
1,32,Player2,0,heuristic,0.0,0,1.3862943649291992,44,999,11,11,1,1,0,0,0,26,0,0,3,0,0,,0,
1,33,Player1,1,9,-1.0,1,1.3862943649291992,810,990,2,2,0,0,0,0,0,29,0,0,0,0,0,,0,
1,33,Player2,0,heuristic,0.0,0,1.3862943649291992,44,999,11,11,1,1,0,0,0,29,0,0,3,0,0,,0,
1,34,Player1,1,6,-1.0,1,0.6931471824645996,1010,1190,2,2,0,0,0,0,0,33,0,0,0,0,0,,0,
1,34,Player2,0,heuristic,0.0,0,0.6931471824645996,44,999,11,11,1,1,0,0,0,33,0,0,3,0,0,,0,
1,35,Player1,1,10,-1.0,1,1.3862943649291992,1010,1190,2,2,0,0,0,0,0,39,0,0,0,0,0,,0,
1,35,Player2,0,heuristic,0.0,0,1.3862943649291992,44,999,11,11,1,1,0,0,0,35,0,0,3,0,0,,0,
1,36,Player1,1,3,-1.0,1,0.6931471824645996,1210,1390,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,
1,36,Player2,0,heuristic,0.0,0,0.6931471824645996,144,1149,11,11,1,1,1,0,0,0,0,0,3,0,0,,0,
1,37,Player1,1,2,-1.0,1,0.6931471824645996,1204,1384,2,2,0,0,0,0,0,3,0,0,0,0,0,,0,
1,37,Player2,0,heuristic,0.0,0,0.6931471824645996,90,1125,12,12,1,1,1,0,0,1,0,0,5,0,0,,0,
1,38,Player1,1,0,-1.0,1,0.6931471824645996,1192,1372,2,2,0,0,0,0,0,9,0,0,0,0,0,,0,
1,38,Player2,0,heuristic,0.0,0,0.6931471824645996,102,1137,12,12,1,1,1,0,0,6,0,0,5,0,0,,0,
1,39,Player1,1,3,-1.0,1,0.6931471824645996,1178,1358,2,2,0,0,0,0,0,13,0,0,0,0,0,,0,
1,39,Player2,0,heuristic,0.0,0,0.6931471824645996,66,1126,12,12,1,1,2,0,0,12,0,0,5,0,0,,0,
1,40,Player1,1,6,-1.0,1,1.3862943649291992,1178,1358,2,2,0,0,0,0,0,16,0,0,0,0,0,,0,
1,40,Player2,0,heuristic,0.0,0,1.3862943649291992,66,1126,12,12,1,1,2,0,0,14,0,0,5,0,0,,0,
1,41,Player1,1,5,-1.0,1,0.6931471824645996,1178,1358,2,2,0,0,0,0,0,20,0,0,0,0,0,,0,
1,41,Player2,0,heuristic,0.0,0,0.6931471824645996,66,1126,12,12,1,1,2,0,0,17,0,0,5,0,0,,0,
1,42,Player1,1,1,-0.5,0,0.6931471824645996,1028,1208,2,2,0,0,0,0,0,22,0,0,0,0,0,,0,
1,42,Player2,0,heuristic,0.0,0,0.6931471824645996,66,1126,12,12,1,1,2,0,0,22,0,0,5,0,0,,0,
1,43,Player1,1,2,-1.0,1,0.6931471824645996,1002,1182,2,2,0,0,0,0,0,27,0,0,0,0,0,,0,
1,43,Player2,0,heuristic,0.0,0,0.6931471824645996,92,1152,12,12,1,1,2,0,0,26,0,0,5,0,0,,0,
1,44,Player1,1,4,-1.0,1,0.6931471824645996,1027,1207,2,2,0,0,0,0,0,33,0,0,0,0,0,,0,
1,44,Player2,0,heuristic,0.0,0,0.6931471824645996,92,1152,12,12,1,1,2,0,0,27,0,0,5,0,0,,0,
1,45,Player1,1,4,-1.0,1,1.3862943649291992,1027,1207,2,2,0,0,0,0,0,39,0,0,0,0,0,,0,
1,45,Player2,0,heuristic,0.0,0,1.3862943649291992,92,1152,12,12,1,1,2,0,0,31,0,0,5,0,0,,0,
1,46,Player1,1,9,-1.0,1,0.6931471824645996,1207,1387,2,2,0,0,0,0,0,5,0,0,0,0,0,,0,
1,46,Player2,0,heuristic,0.0,0,0.6931471824645996,112,1172,12,12,1,1,2,0,0,36,0,0,5,0,0,,0,
1,47,Player1,1,9,-1.0,1,1.3862943649291992,1207,1387,2,2,0,0,0,0,0,39,0,0,0,0,0,,0,
1,47,Player2,0,heuristic,0.0,0,1.3862943649291992,62,1147,12,12,1,1,3,0,0,37,0,0,5,0,0,,0,
1,48,Player1,1,7,-1.0,0,0.6931471824645996,1392,1572,2,2,0,0,0,0,0,1,0,0,0,0,0,,0,
1,48,Player2,0,heuristic,0.0,0,0.6931471824645996,77,1262,12,12,1,1,6,0,0,2,0,0,5,0,0,,0,
1,49,Player1,1,3,-1.0,1,0.6931471824645996,1342,1522,2,2,0,0,0,0,0,2,0,0,0,0,0,,0,
1,49,Player2,0,heuristic,0.0,0,0.6931471824645996,77,1262,12,12,1,1,6,0,0,4,0,0,5,0,0,,0,
1,50,Player1,1,2,-1.0,1,0.6931471824645996,1250,1430,2,2,0,0,0,0,0,3,0,0,0,0,0,,0,
1,50,Player2,0,heuristic,0.0,0,0.6931471824645996,169,1354,12,12,1,1,6,0,0,5,0,0,5,0,0,,0,
1,51,Player1,1,3,-1.0,1,0.6931471824645996,1250,1430,2,2,0,0,0,0,0,6,0,0,0,0,0,,0,
1,51,Player2,0,heuristic,0.0,0,0.6931471824645996,69,1304,12,12,1,1,8,0,0,10,0,0,5,0,0,,0,
1,52,Player1,1,3,-1.0,1,0.6931471824645996,1190,1370,2,2,0,0,0,0,0,12,0,0,0,0,0,,0,
1,52,Player2,0,heuristic,0.0,0,0.6931471824645996,129,1364,12,12,1,1,8,0,0,15,0,0,5,0,0,,0,
1,53,Player1,1,4,-1.0,1,1.3862943649291992,1190,1370,2,2,0,0,0,0,0,15,0,0,0,0,0,,0,
1,53,Player2,0,heuristic,0.0,0,1.3862943649291992,79,1339,12,12,1,1,9,0,0,18,0,0,5,0,0,,0,
1,54,Player1,1,4,-1.0,1,0.6931471824645996,1190,1370,2,2,0,0,0,0,0,20,0,0,0,0,0,,0,
1,54,Player2,0,heuristic,0.0,0,0.6931471824645996,79,1339,12,12,1,1,9,0,0,22,0,0,5,0,0,,0,
1,55,Player1,1,3,-1.0,1,0.6931471824645996,1190,1370,2,2,0,0,0,0,0,24,0,0,0,0,0,,0,
1,55,Player2,0,heuristic,0.0,0,0.6931471824645996,79,1339,12,12,1,1,9,0,0,28,0,0,5,0,0,,0,
1,56,Player1,1,4,-1.0,1,1.3862943649291992,1190,1370,2,2,0,0,0,0,0,25,0,0,0,0,0,,0,
1,56,Player2,0,heuristic,0.0,0,1.3862943649291992,79,1339,12,12,1,1,9,0,0,33,0,0,5,0,0,,0,
1,57,Player1,1,7,-1.0,0,1.3862943649291992,1190,1370,2,2,0,0,0,0,0,29,0,0,0,0,0,,0,
1,57,Player2,0,heuristic,0.0,0,1.3862943649291992,79,1339,12,12,1,1,9,0,0,39,0,0,5,0,0,,0,
1,58,Player1,1,10,-1.0,1,0.6931471824645996,1290,1470,2,2,0,0,0,0,0,33,0,0,0,0,0,,0,
1,58,Player2,0,heuristic,0.0,0,0.6931471824645996,129,1464,12,12,1,1,10,1,0,5,0,0,5,0,0,,0,
1,59,Player1,1,4,-1.0,1,1.3862943649291992,1290,1470,2,2,0,0,0,0,0,37,0,0,0,0,0,,0,
1,59,Player2,0,heuristic,0.0,0,1.3862943649291992,129,1464,12,12,1,1,10,1,0,11,0,0,5,0,0,,0,
1,60,Player1,1,1,-0.5,0,0.6931471824645996,1190,1370,2,2,0,0,0,0,0,38,0,0,0,0,0,,0,
1,60,Player2,0,heuristic,0.0,0,0.6931471824645996,129,1464,12,12,1,1,10,1,0,16,0,0,5,0,0,,0,
1,61,Player1,1,7,-1.0,0,1.3862943649291992,1190,1370,2,2,0,0,0,0,0,39,0,0,0,0,0,,0,
1,61,Player2,0,heuristic,0.0,0,1.3862943649291992,129,1464,12,12,1,1,10,1,0,17,0,0,5,0,0,,0,
1,62,Player1,1,2,-1.0,1,0.6931471824645996,1370,1550,2,2,0,0,0,0,0,5,0,0,0,0,0,,0,
1,62,Player2,0,heuristic,0.0,0,0.6931471824645996,149,1484,12,12,1,1,10,1,0,20,0,0,5,0,0,,0,
1,63,Player1,1,6,-1.0,1,0.6931471824645996,1370,1550,2,2,0,0,0,0,0,6,0,0,0,0,0,,0,
1,63,Player2,0,heuristic,0.0,0,0.6931471824645996,149,1484,12,12,1,1,10,1,0,23,0,0,5,0,0,,0,
1,64,Player1,1,10,-1.0,1,1.3862943649291992,1370,1550,2,2,0,0,0,0,0,8,0,0,0,0,0,,0,
1,64,Player2,0,heuristic,0.0,0,1.3862943649291992,149,1484,12,12,1,1,10,1,0,28,0,0,5,0,0,,0,
1,65,Player1,1,4,-1.0,1,0.6931471824645996,1356,1536,2,2,0,0,0,0,0,11,0,0,0,0,0,,0,
1,65,Player2,0,heuristic,0.0,0,0.6931471824645996,163,1498,12,12,1,1,10,1,0,32,0,0,5,0,0,,0,
1,66,Player1,1,6,-1.0,1,0.6931471824645996,1346,1526,2,2,0,0,0,0,0,12,0,0,0,0,0,,0,
1,66,Player2,0,heuristic,0.0,0,0.6931471824645996,173,1508,12,12,1,1,10,1,0,34,0,0,5,0,0,,0,
1,67,Player1,1,4,-1.0,1,1.3862943649291992,1346,1526,2,2,0,0,0,0,0,15,0,0,0,0,0,,0,
1,67,Player2,0,heuristic,0.0,0,1.3862943649291992,173,1508,12,12,1,1,10,1,0,38,0,0,5,0,0,,0,
1,68,Player1,1,1,-0.5,0,0.6931471824645996,1446,1626,2,2,0,0,0,0,0,17,0,0,0,0,0,,0,
1,68,Player2,0,heuristic,0.0,0,0.6931471824645996,173,1608,12,12,1,1,12,1,0,4,0,0,5,0,0,,0,
